shapeid	x	y
2229	46.49476	6.26174
2230	46.49497	6.28128
2231	46.49516	6.30082
2232	46.49523	6.30733
2233	46.49529	6.31384
2234	46.49573	6.35942
2235	46.49592	6.37896
2236	46.49598	6.38547
2237	46.49604	6.39199
2238	46.4961	6.3985
2239	46.49616	6.40501
2240	46.49645	6.43757
2241	46.49673	6.47013
2242	46.49679	6.47665
2243	46.49684	6.48316
2244	46.4984	6.69157
2245	46.49845	6.69808
2246	46.49849	6.70459
2247	46.49853	6.7111
2248	46.49857	6.71762
2249	46.49861	6.72413
2250	46.49865	6.73064
2251	46.49869	6.73716
2252	46.49873	6.74367
2253	46.49877	6.75018
2254	46.49881	6.75669
2255	46.49889	6.76972
2256	46.49893	6.77623
2257	46.49897	6.78275
2258	46.499	6.78926
2259	46.49915	6.81531
2260	46.49922	6.82834
2261	46.49932	6.84788
2262	46.49936	6.85439
2263	46.49942	6.86742
2264	46.49946	6.87393
2265	46.49949	6.88044
2266	46.49958	6.89998
2267	46.50059	7.19308
2268	46.48999	6.2358
2269	46.49006	6.24231
2270	46.49013	6.24882
2271	46.4902	6.25533
2272	46.49047	6.28138
2273	46.49073	6.30742
2274	46.4908	6.31393
2275	46.49086	6.32044
2276	46.49092	6.32696
2277	46.49105	6.33998
2278	46.49118	6.353
2279	46.49124	6.35951
2280	46.4913	6.36603
2281	46.49142	6.37905
2282	46.49148	6.38556
2283	46.49154	6.39207
2284	46.4916	6.39858
2285	46.49178	6.41812
2286	46.49207	6.45068
2287	46.49218	6.4637
2288	46.49399	6.70465
2289	46.49403	6.71116
2290	46.49407	6.71768
2291	46.49412	6.72419
2292	46.49416	6.7307
2293	46.4942	6.73721
2294	46.49428	6.75024
2295	46.49432	6.75675
2296	46.49435	6.76326
2297	46.49439	6.76978
2298	46.49443	6.77629
2299	46.49462	6.80885
2300	46.49486	6.85444
2301	46.49489	6.86095
2302	46.49493	6.86746
2303	46.49496	6.87398
2304	46.49502	6.887
2305	46.49505	6.89351
2306	46.49617	7.23218
2307	46.4962	7.2452
2308	46.49621	7.25172
2309	46.48557	6.24241
2310	46.48617	6.301
2311	46.48623	6.30752
2312	46.48668	6.35309
2313	46.4868	6.36612
2314	46.48704	6.39216
2315	46.4871	6.39867
2316	46.48716	6.40518
2317	46.48728	6.4182
2318	46.48734	6.42472
2319	46.48751	6.44425
2320	46.48757	6.45076
2321	46.48763	6.45727
2322	46.48768	6.46378
2323	46.48953	6.71122
2324	46.48958	6.71774
2325	46.48962	6.72425
2326	46.48966	6.73076
2327	46.4897	6.73727
2328	46.48974	6.74378
2329	46.48978	6.7503
2330	46.48982	6.75681
2331	46.48986	6.76332
2332	46.48989	6.76983
2333	46.48993	6.77634
2334	46.48997	6.78286
2335	46.49005	6.79588
2336	46.49008	6.80239
2337	46.49029	6.84146
2338	46.49036	6.85449
2339	46.49043	6.86751
2340	46.49046	6.87402
2341	46.49049	6.88054
2342	46.49052	6.88705
2343	46.4912	7.04985
2344	46.49149	7.14753
2345	46.49157	7.1801
2346	46.49161	7.19963
2347	46.49163	7.20615
2348	46.49164	7.21266
2349	46.49165	7.21917
2350	46.48093	6.22948
2351	46.481	6.23599
2352	46.48174	6.30761
2353	46.48199	6.33365
2354	46.48206	6.34016
2355	46.48212	6.34667
2356	46.48218	6.35318
2357	46.48224	6.35969
2358	46.4823	6.3662
2359	46.48237	6.37271
2360	46.48261	6.39876
2361	46.48273	6.41178
2362	46.48278	6.41829
2363	46.48301	6.44433
2364	46.48307	6.45084
2365	46.48313	6.45735
2366	46.48512	6.72431
2367	46.48528	6.75035
2368	46.48532	6.75686
2369	46.4854	6.76989
2370	46.48544	6.7764
2371	46.48551	6.78942
2372	46.48555	6.79593
2373	46.48558	6.80244
2374	46.48566	6.81547
2375	46.48576	6.835
2376	46.4858	6.84151
2377	46.48583	6.84802
2378	46.48586	6.85454
2379	46.4859	6.86105
2380	46.48593	6.86756
2381	46.48599	6.88058
2382	46.48603	6.88709
2383	46.48606	6.8936
2384	46.48668	7.04337
2385	46.48696	7.13454
2386	46.48699	7.14756
2387	46.48707	7.18012
2388	46.48709	7.18663
2389	46.4871	7.19314
2390	46.48711	7.19965
2391	46.48713	7.20617
2392	46.48714	7.21268
2393	46.48719	7.23872
2394	46.4872	7.24524
2395	46.47643	6.22958
2396	46.4765	6.23609
2397	46.47657	6.2426
2398	46.47717	6.30119
2399	46.4773	6.31421
2400	46.47737	6.32072
2401	46.47743	6.32723
2402	46.47762	6.34676
2403	46.47768	6.35327
2404	46.47775	6.35978
2405	46.47781	6.36629
2406	46.47787	6.3728
2407	46.47793	6.37931
2408	46.47805	6.39233
2409	46.47817	6.40535
2410	46.47823	6.41186
2411	46.47834	6.42488
2412	46.4784	6.43139
2413	46.47846	6.4379
2414	46.47852	6.44441
2415	46.47857	6.45093
2416	46.47863	6.45744
2417	46.48086	6.76343
2418	46.4809	6.76994
2419	46.48094	6.77645
2420	46.48098	6.78296
2421	46.48101	6.78948
2422	46.48105	6.79599
2423	46.48116	6.81552
2424	46.48119	6.82203
2425	46.48123	6.82854
2426	46.48126	6.83505
2427	46.4813	6.84156
2428	46.48133	6.84807
2429	46.48137	6.85458
2430	46.4814	6.8611
2431	46.48143	6.86761
2432	46.4815	6.88063
2433	46.48153	6.88714
2434	46.48156	6.89365
2435	46.48165	6.91318
2436	46.48168	6.91969
2437	46.48171	6.9262
2438	46.48216	7.03689
2439	46.48248	7.14107
2440	46.48249	7.14758
2441	46.48257	7.18014
2442	46.48259	7.18665
2443	46.4718	6.21667
2444	46.47187	6.22318
2445	46.47194	6.22969
2446	46.47201	6.23619
2447	46.47207	6.2427
2448	46.47281	6.31431
2449	46.47287	6.32082
2450	46.47293	6.32733
2451	46.473	6.33383
2452	46.47306	6.34034
2453	46.47337	6.37289
2454	46.47343	6.3794
2455	46.47355	6.39242
2456	46.47361	6.39893
2457	46.47367	6.40544
2458	46.47373	6.41195
2459	46.47379	6.41846
2460	46.47385	6.42497
2461	46.47391	6.43148
2462	46.47396	6.43799
2463	46.47402	6.4445
2464	46.47644	6.77651
2465	46.47648	6.78302
2466	46.47652	6.78953
2467	46.47655	6.79604
2468	46.47659	6.80255
2469	46.47663	6.80906
2470	46.47666	6.81557
2471	46.4767	6.82208
2472	46.47673	6.82859
2473	46.47677	6.8351
2474	46.4768	6.84161
2475	46.47683	6.84812
2476	46.47687	6.85463
2477	46.4769	6.86114
2478	46.47693	6.86765
2479	46.47697	6.87416
2480	46.477	6.88067
2481	46.47703	6.88718
2482	46.47706	6.8937
2483	46.47709	6.90021
2484	46.47715	6.91323
2485	46.47718	6.91974
2486	46.47721	6.92625
2487	46.47785	7.09552
2488	46.47795	7.12808
2489	46.47796	7.13459
2490	46.47798	7.1411
2491	46.478	7.14761
2492	46.47801	7.15412
2493	46.47805	7.16714
2494	46.47806	7.17365
2495	46.46567	6.07358
2496	46.46575	6.08009
2497	46.46737	6.22328
2498	46.46744	6.22979
2499	46.46751	6.23629
2500	46.46771	6.25582
2501	46.46785	6.26884
2502	46.46798	6.28186
2503	46.46818	6.30138
2504	46.46824	6.30789
2505	46.46831	6.3144
2506	46.46837	6.32091
2507	46.46844	6.32742
2508	46.4685	6.33393
2509	46.46856	6.34044
2510	46.46869	6.35345
2511	46.46875	6.35996
2512	46.46881	6.36647
2513	46.46905	6.39251
2514	46.46917	6.40553
2515	46.46923	6.41203
2516	46.46929	6.41854
2517	46.46935	6.42505
2518	46.46941	6.43156
2519	46.47198	6.78307
2520	46.47205	6.79609
2521	46.47213	6.80911
2522	46.47216	6.81562
2523	46.4722	6.82213
2524	46.47223	6.82864
2525	46.47227	6.83515
2526	46.4723	6.84166
2527	46.47234	6.84817
2528	46.47237	6.85468
2529	46.4724	6.86119
2530	46.47244	6.8677
2531	46.47247	6.87421
2532	46.4725	6.88072
2533	46.47253	6.88723
2534	46.47257	6.89374
2535	46.4726	6.90025
2536	46.47266	6.91327
2537	46.47272	6.92629
2538	46.47275	6.9328
2539	46.47321	7.04998
2540	46.47333	7.08904
2541	46.47343	7.12159
2542	46.47345	7.1281
2543	46.47346	7.13461
2544	46.47348	7.14112
2545	46.4735	7.14763
2546	46.47352	7.15414
2547	46.47353	7.16065
2548	46.47355	7.16716
2549	46.46117	6.0737
2550	46.46266	6.20385
2551	46.46273	6.21036
2552	46.46294	6.22989
2553	46.46301	6.23639
2554	46.46335	6.26893
2555	46.46368	6.30148
2556	46.46375	6.30798
2557	46.46381	6.31449
2558	46.46388	6.321
2559	46.464	6.33402
2560	46.46407	6.34053
2561	46.46413	6.34703
2562	46.46419	6.35354
2563	46.46425	6.36005
2564	46.46431	6.36656
2565	46.46438	6.37307
2566	46.4645	6.38609
2567	46.46456	6.39259
2568	46.46474	6.41212
2569	46.4677	6.82218
2570	46.46774	6.82869
2571	46.46777	6.8352
2572	46.46781	6.84171
2573	46.46784	6.84822
2574	46.46787	6.85473
2575	46.46791	6.86124
2576	46.46794	6.86775
2577	46.46797	6.87426
2578	46.468	6.88077
2579	46.46804	6.88728
2580	46.46807	6.89379
2581	46.4681	6.90029
2582	46.46816	6.91331
2583	46.46819	6.91982
2584	46.46825	6.93284
2585	46.46831	6.94586
2586	46.46871	7.05001
2587	46.46882	7.08256
2588	46.46884	7.08907
2589	46.46891	7.11511
2590	46.46893	7.12162
2591	46.46895	7.12813
2592	46.46897	7.13464
2593	46.46903	7.16067
2594	46.46905	7.16718
2595	46.45802	6.19094
2596	46.45809	6.19745
2597	46.45816	6.20396
2598	46.45824	6.21046
2599	46.45831	6.21697
2600	46.45912	6.29506
2601	46.45918	6.30157
2602	46.45938	6.32109
2603	46.45944	6.3276
2604	46.45951	6.33411
2605	46.45957	6.34062
2606	46.45963	6.34713
2607	46.46006	6.39268
2608	46.46012	6.39919
2609	46.46327	6.83525
2610	46.46331	6.84176
2611	46.46334	6.84827
2612	46.46338	6.85478
2613	46.46341	6.86129
2614	46.46344	6.8678
2615	46.46347	6.8743
2616	46.46351	6.88081
2617	46.46354	6.88732
2618	46.46357	6.89383
2619	46.4636	6.90034
2620	46.46363	6.90685
2621	46.46375	6.93288
2622	46.46378	6.93939
2623	46.46381	6.9459
2624	46.46432	7.08259
2625	46.46438	7.10212
2626	46.4644	7.10863
2627	46.46442	7.11513
2628	46.46443	7.12164
2629	46.46445	7.12815
2630	46.46447	7.13466
2631	46.46449	7.14117
2632	46.45272	6.11947
2633	46.45279	6.12598
2634	46.45316	6.15851
2635	46.45324	6.16502
2636	46.45331	6.17152
2637	46.45367	6.20406
2638	46.45374	6.21057
2639	46.45381	6.21707
2640	46.45402	6.23659
2641	46.45449	6.28214
2642	46.45456	6.28865
2643	46.45462	6.29516
2644	46.45469	6.30166
2645	46.45475	6.30817
2646	46.45488	6.32119
2647	46.45494	6.32769
2648	46.45501	6.3342
2649	46.45878	6.8353
2650	46.45881	6.84181
2651	46.45884	6.84832
2652	46.45888	6.85483
2653	46.45891	6.86133
2654	46.45894	6.86784
2655	46.45898	6.87435
2656	46.45901	6.88086
2657	46.45904	6.88737
2658	46.45907	6.89388
2659	46.4591	6.90038
2660	46.45913	6.90689
2661	46.45919	6.91991
2662	46.45922	6.92642
2663	46.45925	6.93293
2664	46.45928	6.93943
2665	46.45978	7.0696
2666	46.4598	7.07611
2667	46.45988	7.10214
2668	46.4599	7.10865
2669	46.45992	7.11516
2670	46.45994	7.12167
2671	46.45999	7.1412
2672	46.46002	7.15421
2673	46.44822	6.11958
2674	46.44829	6.12608
2675	46.44837	6.13259
2676	46.44844	6.1391
2677	46.44852	6.1456
2678	46.44859	6.15211
2679	46.44867	6.15862
2680	46.44874	6.16512
2681	46.44881	6.17163
2682	46.44896	6.18464
2683	46.44924	6.21067
2684	46.44931	6.21717
2685	46.44993	6.27573
2686	46.44999	6.28224
2687	46.45006	6.28875
2688	46.45038	6.32128
2689	46.45045	6.32779
2690	46.45051	6.33429
2691	46.45438	6.85487
2692	46.45441	6.86138
2693	46.45445	6.86789
2694	46.45448	6.8744
2695	46.45451	6.88091
2696	46.45454	6.88741
2697	46.45457	6.89392
2698	46.45461	6.90043
2699	46.45464	6.90694
2700	46.4547	6.91995
2701	46.45478	6.93948
2702	46.45481	6.94598
2703	46.45536	7.09566
2704	46.45538	7.10217
2705	46.45542	7.11519
2706	46.4557	7.23884
2707	46.44387	6.1327
2708	46.44417	6.15872
2709	46.44424	6.16523
2710	46.44481	6.21727
2711	46.44488	6.22378
2712	46.44495	6.23029
2713	46.44502	6.23679
2714	46.44509	6.2433
2715	46.44516	6.2498
2716	46.44529	6.26282
2717	46.44536	6.26932
2718	46.44543	6.27583
2719	46.4455	6.28233
2720	46.44563	6.29535
2721	46.44576	6.30836
2722	46.44589	6.32137
2723	46.44988	6.85492
2724	46.44992	6.86143
2725	46.44995	6.86794
2726	46.44998	6.87444
2727	46.45001	6.88095
2728	46.45005	6.88746
2729	46.45008	6.89397
2730	46.45011	6.90047
2731	46.45014	6.90698
2732	46.45017	6.91349
2733	46.45029	6.93952
2734	46.45031	6.94602
2735	46.45088	7.1022
2736	46.4396	6.15232
2737	46.43967	6.15883
2738	46.4401	6.19786
2739	46.44018	6.20437
2740	46.44025	6.21087
2741	46.44032	6.21738
2742	46.44039	6.22388
2743	46.44059	6.2434
2744	46.44066	6.2499
2745	46.44073	6.25641
2746	46.44086	6.26942
2747	46.44093	6.27593
2748	46.441	6.28243
2749	46.44126	6.30845
2750	46.44548	6.87449
2751	46.44552	6.881
2752	46.44555	6.8875
2753	46.44558	6.89401
2754	46.44561	6.90052
2755	46.44564	6.90702
2756	46.44567	6.91353
2757	46.44579	6.93956
2758	46.4351	6.15243
2759	46.43554	6.19146
2760	46.43561	6.19796
2761	46.43568	6.20447
2762	46.43575	6.21097
2763	46.43582	6.21748
2764	46.4361	6.2435
2765	46.43623	6.25651
2766	46.43657	6.28903
2767	46.4367	6.30204
2768	46.44102	6.88104
2769	46.44105	6.88755
2770	46.44108	6.89406
2771	46.44111	6.90056
2772	46.44114	6.90707
2773	46.44117	6.91357
2774	46.4412	6.92008
2775	46.44123	6.92659
2776	46.43104	6.19156
2777	46.43111	6.19807
2778	46.43118	6.20457
2779	46.43125	6.21107
2780	46.43132	6.21758
2781	46.43139	6.22408
2782	46.4316	6.2436
2783	46.43167	6.2501
2784	46.43187	6.26961
2785	46.43213	6.29563
2786	46.4322	6.30214
2787	46.43227	6.30864
2788	46.43665	6.90711
2789	46.43668	6.91362
2790	46.43671	6.92012
2791	46.43673	6.92663
2792	46.43676	6.93314
2793	46.43682	6.94615
2794	46.43688	6.95916
2795	46.43745	7.1218
2796	46.42654	6.19166
2797	46.42661	6.19817
2798	46.42668	6.20467
2799	46.42682	6.21768
2800	46.42696	6.23069
2801	46.4271	6.2437
2802	46.42717	6.2502
2803	46.42724	6.2567
2804	46.42731	6.26321
2805	46.42737	6.26971
2806	46.42744	6.27621
2807	46.42757	6.28922
2808	46.42764	6.29573
2809	46.4277	6.30223
2810	46.43215	6.90716
2811	46.43218	6.91366
2812	46.43221	6.92017
2813	46.43224	6.92667
2814	46.43227	6.93318
2815	46.43229	6.93968
2816	46.43232	6.94619
2817	46.43246	6.97871
2818	46.43297	7.12833
2819	46.42204	6.19177
2820	46.42212	6.19827
2821	46.4224	6.22428
2822	46.42247	6.23079
2823	46.42254	6.23729
2824	46.42267	6.2503
2825	46.42274	6.2568
2826	46.42281	6.2633
2827	46.42288	6.26981
2828	46.42294	6.27631
2829	46.42307	6.28932
2830	46.42314	6.29582
2831	46.42768	6.91371
2832	46.42771	6.92021
2833	46.42774	6.92671
2834	46.42849	7.13486
2835	46.41762	6.19837
2836	46.41769	6.20488
2837	46.41776	6.21138
2838	46.41818	6.2504
2839	46.41824	6.2569
2840	46.41831	6.2634
2841	46.41838	6.2699
2842	46.41844	6.27641
2843	46.41851	6.28291
2844	46.41858	6.28941
2845	46.42324	6.92676
2846	46.42327	6.93326
2847	46.42399	7.13489
2848	46.42401	7.14139
2849	46.42402	7.1479
2850	46.41269	6.15946
2851	46.41276	6.16597
2852	46.41283	6.17247
2853	46.41291	6.17897
2854	46.41298	6.18547
2855	46.41305	6.19197
2856	46.41312	6.19848
2857	46.41319	6.20498
2858	46.41326	6.21148
2859	46.41333	6.21798
2860	46.4134	6.22449
2861	46.41347	6.23099
2862	46.41354	6.23749
2863	46.41375	6.257
2864	46.41381	6.2635
2865	46.41388	6.27
2866	46.41395	6.2765
2867	46.41408	6.28951
2868	46.41874	6.9268
2869	46.41877	6.9333
2870	46.4194	7.1024
2871	46.41959	7.17394
2872	46.40812	6.15307
2873	46.40819	6.15957
2874	46.40841	6.17908
2875	46.40869	6.20508
2876	46.40897	6.23109
2877	46.40904	6.23759
2878	46.40918	6.25059
2879	46.40925	6.25709
2880	46.41425	6.92684
2881	46.40355	6.14667
2882	46.40362	6.15318
2883	46.40384	6.17268
2884	46.40391	6.17918
2885	46.40398	6.18568
2886	46.40413	6.19868
2887	46.40427	6.21168
2888	46.40978	6.93339
2889	46.39934	6.17278
2890	46.39941	6.17928
2891	46.39956	6.19228
2892	46.3997	6.20529
2893	46.39977	6.21179
2894	46.39984	6.21829
2895	46.39998	6.23129
2896	46.40012	6.24429
2897	46.40019	6.25079
2898	46.40528	6.93343
2899	46.40534	6.94643
2900	46.39485	6.17289
2901	46.39506	6.19239
2902	46.39527	6.21189
2903	46.39534	6.21839
2904	46.39541	6.22489
2905	46.39548	6.23139
2906	46.39555	6.23789
2907	46.39562	6.24439
2908	46.39569	6.25089
2909	46.39576	6.25739
2910	46.40075	6.92697
2911	46.40078	6.93347
2912	46.40081	6.93997
2913	46.40084	6.94647
2914	46.3902	6.15999
2915	46.39056	6.19249
2916	46.39064	6.19899
2917	46.39071	6.20549
2918	46.39078	6.21199
2919	46.39092	6.22499
2920	46.39099	6.23149
2921	46.39105	6.23799
2922	46.39112	6.24449
2923	46.39119	6.25099
2924	46.39126	6.25749
2925	46.39133	6.26399
2926	46.39623	6.92051
2927	46.39626	6.92701
2928	46.39628	6.93351
2929	46.39689	7.09603
2930	46.39691	7.10253
2931	46.39693	7.10904
2932	46.38548	6.1406
2933	46.38556	6.1471
2934	46.38563	6.1536
2935	46.38585	6.1731
2936	46.386	6.1861
2937	46.38621	6.20559
2938	46.38635	6.21859
2939	46.38642	6.22509
2940	46.38649	6.23159
2941	46.38656	6.23809
2942	46.38663	6.24459
2943	46.39145	6.86205
2944	46.39161	6.89455
2945	46.39173	6.92055
2946	46.39176	6.92705
2947	46.39179	6.93355
2948	46.39239	7.09606
2949	46.39241	7.10256
2950	46.38106	6.14721
2951	46.38113	6.15371
2952	46.38135	6.1732
2953	46.38143	6.1797
2954	46.38171	6.20569
2955	46.38178	6.21219
2956	46.38185	6.21869
2957	46.38192	6.22519
2958	46.38199	6.23169
2959	46.38206	6.23819
2960	46.38213	6.24468
2961	46.38695	6.8621
2962	46.38723	6.9206
2963	46.38726	6.9271
2964	46.38729	6.9336
2965	46.3879	7.09609
2966	46.37656	6.14732
2967	46.37671	6.16031
2968	46.37678	6.16681
2969	46.37686	6.17331
2970	46.37693	6.17981
2971	46.377	6.1863
2972	46.37721	6.2058
2973	46.37728	6.21229
2974	46.37742	6.22529
2975	46.37749	6.23179
2976	46.37756	6.23829
2977	46.38242	6.85565
2978	46.38245	6.86215
2979	46.38248	6.86865
2980	46.38261	6.89464
2981	46.38264	6.90114
2982	46.38267	6.90764
2983	46.3827	6.91414
2984	46.38273	6.92064
2985	46.38276	6.92714
2986	46.38279	6.93364
2987	46.37229	6.16692
2988	46.37243	6.17991
2989	46.37257	6.1929
2990	46.37272	6.2059
2991	46.37293	6.22539
2992	46.373	6.23189
2993	46.37795	6.8622
2994	46.37799	6.86869
2995	46.37814	6.90119
2996	46.37823	6.92068
2997	46.37886	7.08315
2998	46.36779	6.16702
2999	46.36786	6.17352
3000	46.36829	6.2125
3001	46.36843	6.22549
3002	46.37374	6.92073
3003	46.37428	7.05719
3004	46.37432	7.07018
3005	46.37434	7.07668
3006	46.36344	6.18012
3007	46.36372	6.2061
3008	46.36379	6.2126
3009	46.36386	6.2191
3010	46.36905	6.88178
3011	46.36978	7.05722
3012	46.35915	6.19971
3013	46.35923	6.2062
3014	46.3593	6.2127
3015	46.35937	6.2192
3016	46.36452	6.87533
3017	46.36456	6.88183
3018	46.36465	6.90132
3019	46.36474	6.92081
3020	46.36477	6.92731
3021	46.36528	7.05725
3022	46.36533	7.07024
3023	46.36537	7.08324
3024	46.36539	7.08974
3025	46.36541	7.09623
3026	46.3543	6.16734
3027	46.35444	6.18033
3028	46.35451	6.18682
3029	46.35466	6.19981
3030	46.35473	6.20631
3031	46.35999	6.86888
3032	46.36003	6.87538
3033	46.36024	6.92085
3034	46.36027	6.92735
3035	46.3603	6.93385
3036	46.36076	7.05078
3037	46.36079	7.05728
3038	46.36104	7.14174
3039	46.3498	6.16744
3040	46.34987	6.17394
3041	46.34995	6.18043
3042	46.35009	6.19342
3043	46.35016	6.19991
3044	46.35023	6.20641
3045	46.35559	6.88842
3046	46.35562	6.89491
3047	46.35566	6.90141
3048	46.35578	6.92739
3049	46.35581	6.93389
3050	46.35617	7.02483
3051	46.35622	7.03782
3052	46.35624	7.04432
3053	46.35629	7.05731
3054	46.35633	7.0703
3055	46.35643	7.10279
3056	46.35645	7.10928
3057	46.35651	7.12877
3058	46.35652	7.13527
3059	46.35654	7.14176
3060	46.35657	7.15475
3061	46.34516	6.15456
3062	46.34523	6.16105
3063	46.3453	6.16755
3064	46.34566	6.20002
3065	46.34573	6.20651
3066	46.35113	6.89496
3067	46.35116	6.90145
3068	46.35131	6.93393
3069	46.35139	6.95342
3070	46.35142	6.95991
3071	46.35145	6.96641
3072	46.35165	7.01837
3073	46.35168	7.02487
3074	46.3517	7.03136
3075	46.35172	7.03786
3076	46.35179	7.05734
3077	46.35183	7.07034
3078	46.35191	7.09632
3079	46.35195	7.10931
3080	46.35201	7.1288
3081	46.35206	7.14828
3082	46.35208	7.15478
3083	46.35209	7.16127
3084	46.35211	7.16777
3085	46.34073	6.16116
3086	46.34088	6.17415
3087	46.34102	6.18713
3088	46.34117	6.20012
3089	46.34124	6.20661
3090	46.3466	6.88851
3091	46.34663	6.895
3092	46.34672	6.91449
3093	46.34681	6.93397
3094	46.34684	6.94047
3095	46.34692	6.95995
3096	46.34698	6.97294
3097	46.34713	7.01191
3098	46.34715	7.01841
3099	46.34718	7.0249
3100	46.3472	7.0314
3101	46.34722	7.03789
3102	46.34725	7.04439
3103	46.34733	7.07037
3104	46.34736	7.07686
3105	46.34753	7.13532
3106	46.34758	7.1548
3107	46.34759	7.1613
3108	46.34761	7.16779
3109	46.34762	7.17429
3110	46.33609	6.14828
3111	46.33624	6.16126
3112	46.33631	6.16776
3113	46.33638	6.17425
3114	46.33645	6.18074
3115	46.33653	6.18724
3116	46.3366	6.19373
3117	46.33667	6.20022
3118	46.3421	6.88855
3119	46.34231	6.93401
3120	46.34234	6.94051
3121	46.34242	6.95999
3122	46.34258	6.99896
3123	46.34261	7.00545
3124	46.34263	7.01195
3125	46.34266	7.01844
3126	46.34273	7.03792
3127	46.34308	7.15482
3128	46.3431	7.16132
3129	46.33167	6.15488
3130	46.33181	6.16786
3131	46.33188	6.17435
3132	46.33196	6.18085
3133	46.33203	6.18734
3134	46.3321	6.19383
3135	46.33217	6.20032
3136	46.33757	6.88211
3137	46.3376	6.8886
3138	46.33763	6.89509
3139	46.33773	6.91457
3140	46.33784	6.94055
3141	46.33808	6.99899
3142	46.33811	7.00549
3143	46.33813	7.01198
3144	46.33823	7.03796
3145	46.32739	6.17446
3146	46.32746	6.18095
3147	46.32753	6.18744
3148	46.3276	6.19393
3149	46.32767	6.20043
3150	46.3331	6.88864
3151	46.33314	6.89514
3152	46.3332	6.90812
3153	46.33332	6.9341
3154	46.33337	6.94708
3155	46.33343	6.96007
3156	46.33346	6.96656
3157	46.33356	6.99254
3158	46.33361	7.00552
3159	46.32289	6.17456
3160	46.32296	6.18106
3161	46.32303	6.18755
3162	46.32311	6.19404
3163	46.3289	6.95362
3164	46.32893	6.96011
3165	46.32906	6.99257
3166	46.32911	7.00556
3167	46.31795	6.13572
3168	46.31832	6.16818
3169	46.31839	6.17467
3170	46.31846	6.18116
3171	46.31854	6.18765
3172	46.31861	6.19414
3173	46.32443	6.96015
3174	46.32446	6.96664
3175	46.32471	7.03156
3176	46.3133	6.12285
3177	46.31338	6.12934
3178	46.31345	6.13583
3179	46.31382	6.16828
3180	46.3139	6.17477
3181	46.31397	6.18126
3182	46.31404	6.18775
3183	46.31411	6.19424
3184	46.31988	6.94721
3185	46.31991	6.9537
3186	46.31994	6.96019
3187	46.31996	6.96668
3188	46.31999	6.97317
3189	46.32004	6.98616
3190	46.32007	6.99265
3191	46.32009	6.99914
3192	46.30911	6.14892
3193	46.30933	6.16839
3194	46.3094	6.17488
3195	46.30947	6.18137
3196	46.3153	6.92777
3197	46.31533	6.93426
3198	46.31535	6.94076
3199	46.31538	6.94725
3200	46.31541	6.95374
3201	46.31544	6.96023
3202	46.31547	6.96672
3203	46.31549	6.97321
3204	46.31552	6.9797
3205	46.31554	6.98619
3206	46.30483	6.16849
3207	46.3049	6.17498
3208	46.30497	6.18147
3209	46.3108	6.92782
3210	46.31086	6.9408
3211	46.31091	6.95378
3212	46.31094	6.96027
3213	46.31097	6.96676
3214	46.31115	7.01219
3215	46.31133	7.06412
3216	46.30018	6.15562
3217	46.30026	6.16211
3218	46.30033	6.1686
3219	46.3004	6.17509
3220	46.3063	6.92786
3221	46.30633	6.93435
3222	46.30639	6.94733
3223	46.30647	6.9668
3224	46.30652	6.97978
3225	46.30677	7.04468
3226	46.30679	7.05117
3227	46.30681	7.05766
3228	46.30683	7.06415
3229	46.29561	6.14924
3230	46.29569	6.15573
3231	46.29576	6.16221
3232	46.29583	6.1687
3233	46.30183	6.93439
3234	46.30192	6.95386
3235	46.30197	6.96684
3236	46.302	6.97333
3237	46.30203	6.97982
3238	46.30205	6.98631
3239	46.3021	6.99928
3240	46.3022	7.02524
3241	46.30222	7.03173
3242	46.30225	7.03822
3243	46.30227	7.04471
3244	46.30229	7.0512
3245	46.30231	7.05769
3246	46.29112	6.14935
3247	46.29119	6.15583
3248	46.29126	6.16232
3249	46.29134	6.16881
3250	46.29733	6.93443
3251	46.29736	6.94092
3252	46.29755	6.98634
3253	46.29758	6.99283
3254	46.29761	6.99932
3255	46.2977	7.02528
3256	46.29773	7.03177
3257	46.29775	7.03826
3258	46.29777	7.04474
3259	46.29779	7.05123
3260	46.29782	7.05772
3261	46.28677	6.16243
3262	46.28684	6.16891
3263	46.293	6.9734
3264	46.29303	6.97989
3265	46.29306	6.98638
3266	46.29308	6.99287
3267	46.29311	6.99936
3268	46.29316	7.01233
3269	46.29321	7.02531
3270	46.29323	7.0318
3271	46.2933	7.05127
3272	46.29332	7.05775
3273	46.29334	7.06424
3274	46.28834	6.93451
3275	46.28837	6.941
3276	46.2884	6.94749
3277	46.28856	6.98642
3278	46.28858	6.99291
3279	46.28861	6.99939
3280	46.28866	7.01237
3281	46.28871	7.02535
3282	46.28873	7.03183
3283	46.28882	7.05779
3284	46.28884	7.06427
3285	46.28886	7.07076
3286	46.28891	7.08374
3287	46.28893	7.09023
3288	46.28895	7.09671
3289	46.28906	7.13564
3290	46.28387	6.94104
3291	46.28409	6.99294
3292	46.28411	6.99943
3293	46.28421	7.02538
3294	46.28423	7.03187
3295	46.28437	7.07079
3296	46.28439	7.07728
3297	46.28441	7.08377
3298	46.2794	6.94757
3299	46.27951	6.97352
3300	46.27964	7.00595
3301	46.27971	7.02541
3302	46.27985	7.06434
3303	46.27987	7.07082
3304	46.27989	7.07731
3305	46.27991	7.0838
3306	46.27993	7.09028
