shapeid	x	y
1152	46.61885	6.55281
1153	46.61905	6.57892
1154	46.6192	6.5985
1155	46.61925	6.60503
1156	46.61948	6.63767
1157	46.61962	6.65725
1158	46.62001	6.716
1159	46.62017	6.74211
1160	46.62036	6.77475
1161	46.6204	6.78127
1162	46.62044	6.7878
1163	46.62048	6.79433
1164	46.61135	6.22657
1165	46.61142	6.23309
1166	46.61169	6.2592
1167	46.61285	6.37667
1168	46.61291	6.3832
1169	46.61315	6.4093
1170	46.61372	6.47457
1171	46.61394	6.50067
1172	46.61399	6.5072
1173	46.61405	6.51373
1174	46.6141	6.52025
1175	46.61415	6.52678
1176	46.61485	6.61815
1177	46.61489	6.62468
1178	46.61494	6.63121
1179	46.61499	6.63773
1180	46.61508	6.65079
1181	46.61512	6.65732
1182	46.61517	6.66384
1183	46.61521	6.67037
1184	46.61559	6.72911
1185	46.61563	6.73564
1186	46.61571	6.74869
1187	46.61575	6.75522
1188	46.61594	6.78786
1189	46.61598	6.79438
1190	46.61605	6.80744
1191	46.60678	6.22014
1192	46.60685	6.22667
1193	46.60692	6.23319
1194	46.60699	6.23972
1195	46.60706	6.24625
1196	46.60713	6.25277
1197	46.60853	6.39634
1198	46.609	6.44854
1199	46.60939	6.49422
1200	46.60944	6.50075
1201	46.6095	6.50728
1202	46.6096	6.52033
1203	46.60965	6.52686
1204	46.61011	6.58559
1205	46.61035	6.61822
1206	46.6104	6.62475
1207	46.61071	6.67043
1208	46.61084	6.69001
1209	46.61109	6.72917
1210	46.61117	6.74222
1211	46.61121	6.74875
1212	46.61125	6.75528
1213	46.61129	6.7618
1214	46.61133	6.76833
1215	46.61137	6.77486
1216	46.61144	6.78791
1217	46.61155	6.80749
1218	46.61159	6.81402
1219	46.60215	6.20719
1220	46.60222	6.21372
1221	46.60229	6.22024
1222	46.60236	6.22677
1223	46.60243	6.23329
1224	46.6025	6.23982
1225	46.60386	6.37685
1226	46.60392	6.38337
1227	46.60416	6.40947
1228	46.60427	6.42252
1229	46.6045	6.44863
1230	46.60494	6.50083
1231	46.605	6.50735
1232	46.60505	6.51388
1233	46.6051	6.52041
1234	46.60516	6.52693
1235	46.60541	6.55956
1236	46.60546	6.56608
1237	46.60556	6.57914
1238	46.60561	6.58566
1239	46.60604	6.64439
1240	46.60622	6.6705
1241	46.60664	6.73576
1242	46.60668	6.74228
1243	46.60687	6.77491
1244	46.60706	6.80754
1245	46.59758	6.20077
1246	46.59772	6.21382
1247	46.59779	6.22035
1248	46.59793	6.23339
1249	46.5993	6.37041
1250	46.59936	6.37693
1251	46.59942	6.38346
1252	46.60028	6.48133
1253	46.60034	6.48786
1254	46.6005	6.50743
1255	46.60066	6.52701
1256	46.60071	6.53353
1257	46.60076	6.54006
1258	46.60092	6.55963
1259	46.60111	6.58573
1260	46.60126	6.60531
1261	46.60131	6.61183
1262	46.60135	6.61836
1263	46.60149	6.63793
1264	46.60154	6.64446
1265	46.60158	6.65098
1266	46.60172	6.67056
1267	46.60176	6.67709
1268	46.6018	6.68361
1269	46.60185	6.69014
1270	46.60226	6.75539
1271	46.6023	6.76192
1272	46.60234	6.76844
1273	46.60237	6.77497
1274	46.60241	6.78149
1275	46.60256	6.80759
1276	46.59308	6.20088
1277	46.59315	6.2074
1278	46.59322	6.21392
1279	46.59336	6.22697
1280	46.5948	6.3705
1281	46.59486	6.37702
1282	46.59498	6.39007
1283	46.59562	6.46184
1284	46.59584	6.48794
1285	46.5959	6.49446
1286	46.59616	6.52708
1287	46.59621	6.53361
1288	46.59627	6.54013
1289	46.59642	6.55971
1290	46.59652	6.57275
1291	46.59662	6.5858
1292	46.59681	6.6119
1293	46.5969	6.62495
1294	46.597	6.638
1295	46.59704	6.64453
1296	46.59713	6.65758
1297	46.59722	6.67062
1298	46.59731	6.68367
1299	46.59735	6.6902
1300	46.59768	6.7424
1301	46.59776	6.75545
1302	46.5978	6.76197
1303	46.59784	6.7685
1304	46.59788	6.77502
1305	46.59795	6.78807
1306	46.58866	6.2075
1307	46.58873	6.21403
1308	46.5888	6.22055
1309	46.59078	6.42278
1310	46.59084	6.4293
1311	46.59112	6.46192
1312	46.59118	6.46844
1313	46.59134	6.48802
1314	46.59172	6.53368
1315	46.59177	6.54021
1316	46.59192	6.55978
1317	46.59197	6.5663
1318	46.59202	6.57283
1319	46.59226	6.60545
1320	46.59241	6.62502
1321	46.59245	6.63154
1322	46.5925	6.63807
1323	46.59254	6.64459
1324	46.59259	6.65112
1325	46.59263	6.65764
1326	46.59281	6.68374
1327	46.5931	6.72941
1328	46.59314	6.73593
1329	46.59318	6.74246
1330	46.59322	6.74898
1331	46.59334	6.76855
1332	46.59338	6.77508
1333	46.59345	6.78813
1334	46.58409	6.20108
1335	46.58416	6.2076
1336	46.58423	6.21413
1337	46.58634	6.42938
1338	46.58663	6.462
1339	46.58701	6.50766
1340	46.58747	6.56638
1341	46.58762	6.58595
1342	46.58772	6.59899
1343	46.58777	6.60552
1344	46.58781	6.61204
1345	46.58786	6.61856
1346	46.58791	6.62509
1347	46.58795	6.63161
1348	46.588	6.63813
1349	46.58805	6.64466
1350	46.58809	6.65118
1351	46.58814	6.65771
1352	46.58818	6.66423
1353	46.58861	6.72947
1354	46.58865	6.73599
1355	46.58884	6.76861
1356	46.58892	6.78166
1357	46.58896	6.78818
1358	46.58899	6.7947
1359	46.5891	6.81428
1360	46.58917	6.82732
1361	46.58921	6.83385
1362	46.58924	6.84037
1363	46.58931	6.85342
1364	46.57966	6.20771
1365	46.57973	6.21423
1366	46.58125	6.36424
1367	46.58179	6.42295
1368	46.58184	6.42947
1369	46.58246	6.50122
1370	46.58251	6.50774
1371	46.58267	6.52731
1372	46.58272	6.53383
1373	46.58307	6.57949
1374	46.58317	6.59254
1375	46.58322	6.59906
1376	46.58327	6.60559
1377	46.58332	6.61211
1378	46.58336	6.61863
1379	46.5835	6.6382
1380	46.58355	6.64472
1381	46.58419	6.74257
1382	46.58431	6.76214
1383	46.58438	6.77519
1384	46.58446	6.78823
1385	46.58453	6.80128
1386	46.58457	6.8078
1387	46.58468	6.82737
1388	46.58471	6.8339
1389	46.58475	6.84042
1390	46.58481	6.85347
1391	46.58485	6.85999
1392	46.58488	6.86651
1393	46.58491	6.87304
1394	46.57495	6.18824
1395	46.57502	6.19477
1396	46.57509	6.20129
1397	46.57669	6.35781
1398	46.57675	6.36433
1399	46.57729	6.42303
1400	46.57735	6.42955
1401	46.5774	6.43607
1402	46.57757	6.45564
1403	46.57785	6.48825
1404	46.57801	6.50782
1405	46.57822	6.53391
1406	46.57828	6.54043
1407	46.57838	6.55348
1408	46.57848	6.56652
1409	46.57853	6.57304
1410	46.57867	6.59261
1411	46.57872	6.59913
1412	46.57877	6.60565
1413	46.57882	6.61218
1414	46.57891	6.62522
1415	46.57896	6.63174
1416	46.57901	6.63827
1417	46.57905	6.64479
1418	46.57957	6.72306
1419	46.57961	6.72958
1420	46.57965	6.73611
1421	46.57969	6.74263
1422	46.57992	6.78177
1423	46.57996	6.78829
1424	46.58003	6.80133
1425	46.58007	6.80786
1426	46.58011	6.81438
1427	46.58018	6.82742
1428	46.58021	6.83395
1429	46.58025	6.84047
1430	46.58032	6.85352
1431	46.58035	6.86004
1432	46.57045	6.18835
1433	46.57219	6.3579
1434	46.57255	6.39703
1435	46.57291	6.43616
1436	46.57308	6.45572
1437	46.57313	6.46224
1438	46.57324	6.47529
1439	46.5733	6.48181
1440	46.57335	6.48833
1441	46.57373	6.53398
1442	46.57378	6.54051
1443	46.57388	6.55355
1444	46.57393	6.56007
1445	46.57398	6.56659
1446	46.57403	6.57311
1447	46.57413	6.58616
1448	46.57427	6.60572
1449	46.57446	6.63181
1450	46.57451	6.63833
1451	46.5746	6.65138
1452	46.57469	6.66442
1453	46.57473	6.67094
1454	46.57515	6.73616
1455	46.57523	6.74921
1456	46.57527	6.75573
1457	46.57531	6.76225
1458	46.57535	6.76878
1459	46.57539	6.7753
1460	46.57543	6.78182
1461	46.57546	6.78834
1462	46.57557	6.80791
1463	46.57565	6.82095
1464	46.57575	6.84052
1465	46.57582	6.85356
1466	46.57588	6.86661
1467	46.57592	6.87313
1468	46.57595	6.87965
1469	46.57598	6.88618
1470	46.57601	6.8927
1471	46.56852	6.44928
1472	46.56858	6.4558
1473	46.56864	6.46233
1474	46.56875	6.47537
1475	46.56902	6.50797
1476	46.56907	6.51449
1477	46.56912	6.52102
1478	46.56918	6.52754
1479	46.56943	6.56014
1480	46.56948	6.56667
1481	46.56973	6.59927
1482	46.56978	6.60579
1483	46.56996	6.63188
1484	46.5701	6.65144
1485	46.57049	6.71014
1486	46.57074	6.74927
1487	46.57077	6.75579
1488	46.57081	6.76231
1489	46.57089	6.77535
1490	46.57093	6.78187
1491	46.57104	6.80144
1492	46.57108	6.80796
1493	46.57111	6.81448
1494	46.57115	6.821
1495	46.57118	6.82753
1496	46.57122	6.83405
1497	46.57125	6.84057
1498	46.57132	6.85361
1499	46.57142	6.87318
1500	46.57145	6.8797
1501	46.57148	6.88622
1502	46.57151	6.89274
1503	46.5632	6.35808
1504	46.56452	6.50805
1505	46.56457	6.51457
1506	46.56463	6.52109
1507	46.56483	6.54718
1508	46.56488	6.5537
1509	46.56494	6.56022
1510	46.56499	6.56674
1511	46.56518	6.59282
1512	46.56523	6.59934
1513	46.56528	6.60586
1514	46.56542	6.62542
1515	46.56547	6.63195
1516	46.56556	6.64499
1517	46.5656	6.65151
1518	46.56591	6.69716
1519	46.56595	6.70368
1520	46.56628	6.75584
1521	46.56639	6.77541
1522	46.56643	6.78193
1523	46.56654	6.80149
1524	46.56661	6.81453
1525	46.56665	6.82106
1526	46.56669	6.82758
1527	46.56672	6.8341
1528	46.56675	6.84062
1529	46.56682	6.85366
1530	46.56686	6.86018
1531	46.56692	6.87323
1532	46.56695	6.87975
1533	46.56705	6.89931
1534	46.56708	6.90583
1535	46.55845	6.33209
1536	46.55851	6.33861
1537	46.55906	6.39729
1538	46.55936	6.42989
1539	46.55941	6.43641
1540	46.55947	6.44293
1541	46.55958	6.45597
1542	46.55975	6.47553
1543	46.56013	6.52117
1544	46.56018	6.52769
1545	46.56044	6.56029
1546	46.56049	6.56681
1547	46.56054	6.57333
1548	46.56059	6.57985
1549	46.56068	6.59289
1550	46.56073	6.59941
1551	46.56078	6.60593
1552	46.56083	6.61245
1553	46.56088	6.61897
1554	46.56092	6.62549
1555	46.56097	6.63201
1556	46.56101	6.63853
1557	46.56106	6.64505
1558	46.56111	6.65157
1559	46.56115	6.65809
1560	46.5612	6.66461
1561	46.56124	6.67114
1562	46.56133	6.68418
1563	46.56141	6.69722
1564	46.5615	6.71026
1565	46.56154	6.71678
1566	46.56166	6.73634
1567	46.5617	6.74286
1568	46.56174	6.74938
1569	46.5619	6.77546
1570	46.56193	6.78198
1571	46.56197	6.7885
1572	46.56201	6.79502
1573	46.56204	6.80155
1574	46.56219	6.82763
1575	46.56252	6.89283
1576	46.56258	6.90588
1577	46.55395	6.33218
1578	46.55432	6.3713
1579	46.55438	6.37782
1580	46.55486	6.42997
1581	46.55497	6.44301
1582	46.5552	6.46909
1583	46.55525	6.47561
1584	46.55553	6.50821
1585	46.55558	6.51473
1586	46.55584	6.54732
1587	46.55589	6.55384
1588	46.55594	6.56036
1589	46.55599	6.56688
1590	46.55604	6.5734
1591	46.55609	6.57992
1592	46.55619	6.59296
1593	46.55624	6.59948
1594	46.55638	6.61904
1595	46.55642	6.62556
1596	46.55647	6.63208
1597	46.55652	6.6386
1598	46.55665	6.65816
1599	46.5567	6.66468
1600	46.55674	6.6712
1601	46.55679	6.67772
1602	46.55683	6.68424
1603	46.55691	6.69728
1604	46.557	6.71032
1605	46.55704	6.71684
1606	46.55712	6.72988
1607	46.55716	6.7364
1608	46.55724	6.74944
1609	46.55744	6.78204
1610	46.55747	6.78856
1611	46.55769	6.82768
1612	46.55772	6.8342
1613	46.55789	6.8668
1614	46.55793	6.87332
1615	46.55805	6.8994
1616	46.54983	6.37139
1617	46.55001	6.39094
1618	46.5503	6.42354
1619	46.55036	6.43006
1620	46.55042	6.43657
1621	46.55076	6.47569
1622	46.55092	6.49525
1623	46.55108	6.5148
1624	46.55113	6.52132
1625	46.55129	6.54088
1626	46.55134	6.5474
1627	46.55139	6.55392
1628	46.55144	6.56044
1629	46.55149	6.56695
1630	46.55154	6.57347
1631	46.55159	6.57999
1632	46.55164	6.58651
1633	46.55169	6.59303
1634	46.55174	6.59955
1635	46.55193	6.62563
1636	46.55197	6.63215
1637	46.55202	6.63867
1638	46.55207	6.64519
1639	46.55211	6.6517
1640	46.55216	6.65822
1641	46.5522	6.66474
1642	46.55224	6.67126
1643	46.55229	6.67778
1644	46.55233	6.6843
1645	46.55237	6.69082
1646	46.55242	6.69734
1647	46.5525	6.71038
1648	46.55254	6.7169
1649	46.55262	6.72994
1650	46.55271	6.74298
1651	46.55275	6.7495
1652	46.55278	6.75601
1653	46.5529	6.77557
1654	46.55298	6.78861
1655	46.55309	6.80817
1656	46.55312	6.81469
1657	46.55319	6.82773
1658	46.55323	6.83425
1659	46.55336	6.86033
1660	46.55343	6.87337
1661	46.54496	6.33237
1662	46.54581	6.42362
1663	46.54586	6.43014
1664	46.54604	6.44969
1665	46.54615	6.46273
1666	46.54631	6.48229
1667	46.54637	6.4888
1668	46.54642	6.49532
1669	46.54658	6.51488
1670	46.54684	6.54747
1671	46.54689	6.55399
1672	46.54695	6.56051
1673	46.547	6.56703
1674	46.54705	6.57355
1675	46.54709	6.58006
1676	46.54714	6.58658
1677	46.54719	6.5931
1678	46.54724	6.59962
1679	46.54729	6.60614
1680	46.54743	6.6257
1681	46.54748	6.63221
1682	46.54752	6.63873
1683	46.54757	6.64525
1684	46.54766	6.65829
1685	46.5477	6.66481
1686	46.54775	6.67133
1687	46.54779	6.67785
1688	46.54788	6.69088
1689	46.54792	6.6974
1690	46.54796	6.70392
1691	46.548	6.71044
1692	46.54813	6.73
1693	46.54821	6.74303
1694	46.54825	6.74955
1695	46.54829	6.75607
1696	46.54833	6.76259
1697	46.54855	6.8017
1698	46.54862	6.81474
1699	46.54866	6.82126
1700	46.54869	6.82778
1701	46.54873	6.8343
1702	46.54883	6.85386
1703	46.54886	6.86038
1704	46.54893	6.87341
1705	46.54046	6.33246
1706	46.54131	6.42371
1707	46.54142	6.43674
1708	46.54159	6.45629
1709	46.54165	6.46281
1710	46.54171	6.46933
1711	46.54176	6.47585
1712	46.54187	6.48888
1713	46.54209	6.51496
1714	46.54214	6.52147
1715	46.54224	6.53451
1716	46.54235	6.54755
1717	46.5424	6.55406
1718	46.54245	6.56058
1719	46.5425	6.5671
1720	46.54255	6.57362
1721	46.5426	6.58014
1722	46.54265	6.58665
1723	46.54269	6.59317
1724	46.54274	6.59969
1725	46.54279	6.60621
1726	46.54284	6.61273
1727	46.54289	6.61924
1728	46.54293	6.62576
1729	46.54298	6.63228
1730	46.54302	6.6388
1731	46.54307	6.64532
1732	46.54312	6.65184
1733	46.54316	6.65835
1734	46.5432	6.66487
1735	46.54325	6.67139
1736	46.54329	6.67791
1737	46.54334	6.68443
1738	46.54346	6.70398
1739	46.54355	6.71702
1740	46.54359	6.72354
1741	46.54363	6.73005
1742	46.54367	6.73657
1743	46.54379	6.75613
1744	46.54387	6.76917
1745	46.5439	6.77568
1746	46.54413	6.81479
1747	46.5442	6.82783
1748	46.54423	6.83435
1749	46.54427	6.84087
1750	46.54433	6.8539
1751	46.54437	6.86042
1752	46.5444	6.86694
1753	46.53596	6.33255
1754	46.53602	6.33907
1755	46.53704	6.44986
1756	46.53715	6.46289
1757	46.53748	6.502
1758	46.53775	6.53458
1759	46.5378	6.5411
1760	46.53785	6.54762
1761	46.5379	6.55414
1762	46.53795	6.56065
1763	46.538	6.56717
1764	46.53805	6.57369
1765	46.5381	6.58021
1766	46.53815	6.58672
1767	46.5382	6.59324
1768	46.53825	6.59976
1769	46.53829	6.60628
1770	46.53834	6.6128
1771	46.53839	6.61931
1772	46.53843	6.62583
1773	46.53848	6.63235
1774	46.53857	6.64538
1775	46.53862	6.6519
1776	46.53866	6.65842
1777	46.53871	6.66494
1778	46.53875	6.67145
1779	46.5388	6.67797
1780	46.53884	6.68449
1781	46.53888	6.69101
1782	46.53892	6.69752
1783	46.53897	6.70404
1784	46.53901	6.71056
1785	46.53905	6.71708
1786	46.53909	6.7236
1787	46.53913	6.73011
1788	46.53917	6.73663
1789	46.53921	6.74315
1790	46.53929	6.75618
1791	46.53933	6.7627
1792	46.53937	6.76922
1793	46.53941	6.77574
1794	46.53956	6.80181
1795	46.53959	6.80833
1796	46.53963	6.81485
1797	46.53973	6.8344
1798	46.53977	6.84092
1799	46.53987	6.86047
1800	46.5399	6.86699
1801	46.53146	6.33264
1802	46.53153	6.33916
1803	46.53159	6.34567
1804	46.53171	6.35871
1805	46.53208	6.39781
1806	46.53237	6.43039
1807	46.53243	6.43691
1808	46.53249	6.44342
1809	46.5326	6.45646
1810	46.53266	6.46297
1811	46.53271	6.46949
1812	46.53277	6.47601
1813	46.53288	6.48904
1814	46.53293	6.49556
1815	46.53298	6.50208
1816	46.5332	6.52814
1817	46.53325	6.53466
1818	46.5333	6.54118
1819	46.53335	6.54769
1820	46.5334	6.55421
1821	46.53345	6.56073
1822	46.5335	6.56724
1823	46.53355	6.57376
1824	46.5336	6.58028
1825	46.53365	6.5868
1826	46.5337	6.59331
1827	46.53375	6.59983
1828	46.5338	6.60635
1829	46.53384	6.61286
1830	46.53389	6.61938
1831	46.53394	6.6259
1832	46.53398	6.63241
1833	46.53403	6.63893
1834	46.53408	6.64545
1835	46.53412	6.65197
1836	46.53417	6.65848
1837	46.53421	6.665
1838	46.5343	6.67803
1839	46.53434	6.68455
1840	46.53443	6.69759
1841	46.53447	6.7041
1842	46.53459	6.72366
1843	46.53463	6.73017
1844	46.53467	6.73669
1845	46.53471	6.74321
1846	46.53475	6.74972
1847	46.53479	6.75624
1848	46.53487	6.76928
1849	46.53498	6.78883
1850	46.53506	6.80186
1851	46.53509	6.80838
1852	46.5352	6.82793
1853	46.53524	6.83445
1854	46.53527	6.84097
1855	46.5353	6.84748
1856	46.53534	6.854
1857	46.53537	6.86052
1858	46.52722	6.3588
1859	46.52799	6.44351
1860	46.52816	6.46306
1861	46.52821	6.46957
1862	46.52827	6.47609
1863	46.52832	6.4826
1864	46.52843	6.49564
1865	46.52849	6.50215
1866	46.52859	6.51519
1867	46.52865	6.5217
1868	46.5287	6.52822
1869	46.52875	6.53473
1870	46.5288	6.54125
1871	46.52896	6.5608
1872	46.52901	6.56732
1873	46.52906	6.57383
1874	46.5291	6.58035
1875	46.52915	6.58687
1876	46.5292	6.59338
1877	46.52925	6.5999
1878	46.5293	6.60642
1879	46.52935	6.61293
1880	46.52939	6.61945
1881	46.52944	6.62597
1882	46.52949	6.63248
1883	46.52953	6.639
1884	46.52958	6.64551
1885	46.52962	6.65203
1886	46.52967	6.65855
1887	46.52984	6.68461
1888	46.52989	6.69113
1889	46.52997	6.70416
1890	46.53005	6.7172
1891	46.5301	6.72371
1892	46.53014	6.73023
1893	46.53018	6.73675
1894	46.53026	6.74978
1895	46.53034	6.76282
1896	46.53037	6.76933
1897	46.53052	6.7954
1898	46.5306	6.80843
1899	46.53063	6.81495
1900	46.53067	6.82147
1901	46.5307	6.82798
1902	46.53074	6.8345
1903	46.53081	6.84753
1904	46.53084	6.85405
1905	46.53087	6.86057
1906	46.52208	6.29373
1907	46.52215	6.30025
1908	46.52228	6.31328
1909	46.52272	6.35889
1910	46.52296	6.38495
1911	46.52302	6.39146
1912	46.5232	6.41101
1913	46.52326	6.41753
1914	46.52332	6.42404
1915	46.52338	6.43056
1916	46.52349	6.44359
1917	46.5236	6.45662
1918	46.52366	6.46314
1919	46.52372	6.46965
1920	46.52377	6.47617
1921	46.52383	6.48268
1922	46.52388	6.4892
1923	46.52394	6.49572
1924	46.52399	6.50223
1925	46.5241	6.51526
1926	46.52415	6.52178
1927	46.5242	6.52829
1928	46.52425	6.53481
1929	46.52431	6.54133
1930	46.52441	6.55436
1931	46.52446	6.56087
1932	46.52451	6.56739
1933	46.52456	6.57391
1934	46.52461	6.58042
1935	46.52466	6.58694
1936	46.5247	6.59345
1937	46.52475	6.59997
1938	46.5248	6.60648
1939	46.52485	6.613
1940	46.5249	6.61952
1941	46.52494	6.62603
1942	46.52499	6.63255
1943	46.52503	6.63906
1944	46.52508	6.64558
1945	46.52513	6.6521
1946	46.52517	6.65861
1947	46.52521	6.66513
1948	46.5253	6.67816
1949	46.52535	6.68468
1950	46.52539	6.69119
1951	46.52543	6.69771
1952	46.52547	6.70423
1953	46.52552	6.71074
1954	46.52568	6.73681
1955	46.52576	6.74984
1956	46.5258	6.75635
1957	46.52584	6.76287
1958	46.52588	6.76939
1959	46.52591	6.7759
1960	46.52606	6.80197
1961	46.52617	6.82152
1962	46.52621	6.82803
1963	46.52634	6.8541
1964	46.52638	6.86062
1965	46.52641	6.86713
1966	46.52654	6.8932
1967	46.52657	6.89971
1968	46.5266	6.90623
1969	46.51725	6.26125
1970	46.51758	6.29383
1971	46.51765	6.30034
1972	46.51841	6.37852
1973	46.51859	6.39807
1974	46.51865	6.40458
1975	46.5187	6.4111
1976	46.51876	6.41761
1977	46.51882	6.42413
1978	46.51888	6.43064
1979	46.51905	6.45019
1980	46.51911	6.4567
1981	46.51916	6.46322
1982	46.51927	6.47625
1983	46.51933	6.48276
1984	46.51938	6.48928
1985	46.51944	6.49579
1986	46.51949	6.50231
1987	46.51955	6.50882
1988	46.5196	6.51534
1989	46.51965	6.52185
1990	46.5197	6.52837
1991	46.51976	6.53488
1992	46.51981	6.5414
1993	46.51986	6.54792
1994	46.51991	6.55443
1995	46.51996	6.56095
1996	46.52001	6.56746
1997	46.52006	6.57398
1998	46.52016	6.58701
1999	46.52021	6.59352
2000	46.52026	6.60004
2001	46.5203	6.60655
2002	46.52035	6.61307
2003	46.5204	6.61958
2004	46.52044	6.6261
2005	46.52049	6.63262
2006	46.52054	6.63913
2007	46.52058	6.64565
2008	46.52063	6.65216
2009	46.52067	6.65868
2010	46.52072	6.66519
2011	46.52076	6.67171
2012	46.5208	6.67822
2013	46.52085	6.68474
2014	46.52089	6.69126
2015	46.52093	6.69777
2016	46.52098	6.70429
2017	46.52106	6.71732
2018	46.5211	6.72383
2019	46.52118	6.73686
2020	46.52122	6.74338
2021	46.52126	6.7499
2022	46.52138	6.76944
2023	46.52142	6.77596
2024	46.52145	6.78247
2025	46.52149	6.78899
2026	46.52153	6.79551
2027	46.52171	6.82808
2028	46.52185	6.85415
2029	46.52191	6.86718
2030	46.52201	6.88673
2031	46.52204	6.89324
2032	46.52207	6.89976
2033	46.5221	6.90627
2034	46.52213	6.91279
2035	46.51269	6.25484
2036	46.51275	6.26135
2037	46.51282	6.26787
2038	46.51289	6.27438
2039	46.51302	6.28741
2040	46.51322	6.30695
2041	46.51328	6.31347
2042	46.51341	6.32649
2043	46.51347	6.33301
2044	46.51391	6.37861
2045	46.51397	6.38512
2046	46.51415	6.40467
2047	46.51438	6.43073
2048	46.51455	6.45027
2049	46.51461	6.45678
2050	46.51483	6.48284
2051	46.51489	6.48936
2052	46.51494	6.49587
2053	46.51499	6.50239
2054	46.51505	6.5089
2055	46.5151	6.51542
2056	46.51515	6.52193
2057	46.51521	6.52845
2058	46.51526	6.53496
2059	46.51531	6.54147
2060	46.51536	6.54799
2061	46.51541	6.5545
2062	46.51546	6.56102
2063	46.51551	6.56753
2064	46.51556	6.57405
2065	46.51576	6.60011
2066	46.51581	6.60662
2067	46.51585	6.61314
2068	46.5159	6.61965
2069	46.51595	6.62617
2070	46.51599	6.63268
2071	46.51604	6.6392
2072	46.51608	6.64571
2073	46.51613	6.65223
2074	46.51617	6.65874
2075	46.51622	6.66526
2076	46.51626	6.67177
2077	46.51631	6.67829
2078	46.51635	6.6848
2079	46.51639	6.69132
2080	46.51644	6.69783
2081	46.51648	6.70435
2082	46.51652	6.71086
2083	46.5166	6.72389
2084	46.51664	6.73041
2085	46.51672	6.74344
2086	46.5168	6.75647
2087	46.51699	6.78904
2088	46.51721	6.82814
2089	46.51725	6.83465
2090	46.51751	6.88677
2091	46.51754	6.89329
2092	46.5176	6.90632
2093	46.51763	6.91283
2094	46.51766	6.91935
2095	46.50819	6.25494
2096	46.50826	6.26145
2097	46.50859	6.29402
2098	46.50865	6.30053
2099	46.50872	6.30705
2100	46.50878	6.31356
2101	46.50885	6.32007
2102	46.50929	6.36567
2103	46.50947	6.38521
2104	46.50953	6.39173
2105	46.50977	6.41778
2106	46.50983	6.4243
2107	46.50988	6.43081
2108	46.51006	6.45035
2109	46.51017	6.46338
2110	46.51028	6.47641
2111	46.51033	6.48292
2112	46.51039	6.48944
2113	46.51044	6.49595
2114	46.5105	6.50246
2115	46.51071	6.52852
2116	46.51076	6.53503
2117	46.51081	6.54155
2118	46.51086	6.54806
2119	46.51091	6.55458
2120	46.51097	6.56109
2121	46.51102	6.56761
2122	46.51131	6.60669
2123	46.51136	6.61321
2124	46.5114	6.61972
2125	46.51145	6.62624
2126	46.5115	6.63275
2127	46.51154	6.63926
2128	46.51159	6.64578
2129	46.51163	6.65229
2130	46.51168	6.65881
2131	46.51172	6.66532
2132	46.51177	6.67184
2133	46.51181	6.67835
2134	46.51185	6.68486
2135	46.5119	6.69138
2136	46.51194	6.69789
2137	46.51198	6.70441
2138	46.51202	6.71092
2139	46.51206	6.71744
2140	46.51211	6.72395
2141	46.51215	6.73047
2142	46.51231	6.75652
2143	46.51238	6.76955
2144	46.51246	6.78258
2145	46.5125	6.7891
2146	46.51253	6.79561
2147	46.51278	6.84122
2148	46.51301	6.88682
2149	46.51314	6.91288
2150	46.50389	6.27457
2151	46.50473	6.35925
2152	46.50485	6.37227
2153	46.50497	6.3853
2154	46.50509	6.39833
2155	46.50515	6.40484
2156	46.50521	6.41135
2157	46.50533	6.42438
2158	46.50556	6.45043
2159	46.50562	6.45695
2160	46.50567	6.46346
2161	46.50573	6.46997
2162	46.50578	6.47649
2163	46.50584	6.483
2164	46.50589	6.48951
2165	46.50595	6.49603
2166	46.50626	6.53511
2167	46.50642	6.55465
2168	46.5069	6.61979
2169	46.50695	6.6263
2170	46.507	6.63282
2171	46.50704	6.63933
2172	46.50709	6.64584
2173	46.50713	6.65236
2174	46.50718	6.65887
2175	46.50722	6.66539
2176	46.50727	6.6719
2177	46.50731	6.67841
2178	46.50736	6.68493
2179	46.5074	6.69144
2180	46.50744	6.69796
2181	46.50748	6.70447
2182	46.50753	6.71098
2183	46.50757	6.7175
2184	46.50765	6.73053
2185	46.50789	6.76961
2186	46.50792	6.77612
2187	46.50818	6.82172
2188	46.50822	6.82824
2189	46.50852	6.88686
2190	46.50855	6.89338
2191	46.49919	6.25513
2192	46.49973	6.30723
2193	46.49985	6.32026
2194	46.50023	6.35934
2195	46.50029	6.36585
2196	46.50048	6.38539
2197	46.50054	6.3919
2198	46.5006	6.39841
2199	46.50066	6.40492
2200	46.50071	6.41144
2201	46.501	6.444
2202	46.50106	6.45052
2203	46.50117	6.46354
2204	46.50123	6.47005
2205	46.50128	6.47657
2206	46.50134	6.48308
2207	46.50277	6.67196
2208	46.50281	6.67848
2209	46.50286	6.68499
2210	46.5029	6.6915
2211	46.50294	6.69802
2212	46.50299	6.70453
2213	46.50303	6.71104
2214	46.50307	6.71756
2215	46.50311	6.72407
2216	46.50315	6.73058
2217	46.50319	6.7371
2218	46.50331	6.75664
2219	46.50335	6.76315
2220	46.50343	6.77618
2221	46.50346	6.78269
2222	46.50382	6.84783
2223	46.50385	6.85434
2224	46.50395	6.87388
2225	46.50399	6.8804
2226	46.50402	6.88691
2227	46.50411	6.90645
2228	46.4947	6.25523
