rastid,stop_id,stop_name
0,8504571,La Sauge LNM
1,8581750,"Cudrefin, La Sauge"
1,8504571,La Sauge LNM
2,8570530,"Cudrefin, place de la Tour"
3,8579746,"Cudrefin, camping"
4,8579746,"Cudrefin, camping"
5,8504984,"Lugnorre, place du Pommeré"
6,8504984,"Lugnorre, place du Pommeré"
7,8570530,"Cudrefin, place de la Tour"
8,8570530,"Cudrefin, place de la Tour"
8,8583829,"Cudrefin, Le Moulin"
8,8570529,"Cudrefin, Vers-chez-Jacot"
9,8504984,"Lugnorre, place du Pommeré"
10,8583829,"Cudrefin, Le Moulin"
11,8583829,"Cudrefin, Le Moulin"
11,8570529,"Cudrefin, Vers-chez-Jacot"
12,8570529,"Cudrefin, Vers-chez-Jacot"
12,8570528,"Montet (Vully), village"
13,8583709,"Montet (Vully), La Fenette"
14,8504984,"Lugnorre, place du Pommeré"
15,8504984,"Lugnorre, place du Pommeré"
16,8583709,"Montet (Vully), La Fenette"
16,8570528,"Montet (Vully), village"
17,8583709,"Montet (Vully), La Fenette"
17,8570528,"Montet (Vully), village"
18,8504892,"Mur, village"
19,8504892,"Mur, village"
20,8504984,"Lugnorre, place du Pommeré"
21,8570527,Champmartin
22,8570527,Champmartin
23,8583709,"Montet (Vully), La Fenette"
24,8570511,"Guévaux, croisée"
25,8570527,Champmartin
26,8570511,"Guévaux, croisée"
27,8595200,"Travers, Verger"
28,8570523,"Vallamand-Dessus, pl. village"
29,8570523,"Vallamand-Dessus, pl. village"
29,8583725,"Vallamand-Dessous, Garinettes"
30,8570526,"Chabrey, village"
31,8570525,"Montmagny, croisée"
32,8570525,"Montmagny, croisée"
33,8570522,"Vallamand-Dessous, village"
33,8504575,Vallamand
34,8504575,Vallamand
35,8504285,Couvet
36,8504562,Portalban
37,8504547,"Portalban, village"
38,8570526,"Chabrey, village"
39,8570526,"Chabrey, village"
40,8570525,"Montmagny, croisée"
41,8570524,"Bellerive VD, village"
41,8579745,"Salavaux, Cotterd"
42,8570524,"Bellerive VD, village"
43,8570522,"Vallamand-Dessous, village"
43,8504575,Vallamand
44,8507666,"Provence, Le Couvent"
45,8507666,"Provence, Le Couvent"
46,8504547,"Portalban, village"
47,8504547,"Portalban, village"
48,8570519,"Constantine, collège"
49,8570519,"Constantine, collège"
50,8579745,"Salavaux, Cotterd"
50,8570521,"Salavaux, poste"
51,8570521,"Salavaux, poste"
52,8507666,"Provence, Le Couvent"
53,8577832,"Delley, école"
54,8570519,"Constantine, collège"
55,8580758,"Salavaux, Le Pont"
56,8580758,"Salavaux, Le Pont"
57,8530821,Faoug débarcadère
58,8583452,"Murten, Merlachfeld"
59,8570333,"Montalchez, centre du village"
60,8577831,"Delley, En Roche"
61,8570517,"Villars-le-Grand, village"
62,8530821,Faoug débarcadère
63,8530821,Faoug débarcadère
64,8595536,"Gletterens, lac"
65,8595536,"Gletterens, lac"
66,8595536,"Gletterens, lac"
67,8570517,"Villars-le-Grand, village"
68,8570517,"Villars-le-Grand, village"
69,8583515,"Avenches, plage"
70,8504127,Faoug
71,8504127,Faoug
72,8504127,Faoug
73,8570333,"Montalchez, centre du village"
73,8570332,"Montalchez, La Comballaz"
74,8570517,"Villars-le-Grand, village"
75,8595680,"Courgevaux, village"
76,8570272,"Provence, Vuissens"
77,8570332,"Montalchez, La Comballaz"
77,8570333,"Montalchez, centre du village"
78,8577834,"Gletterens, village"
79,8577834,"Gletterens, village"
80,8577830,"St-Aubin FR, Le-Haut"
81,8504887,"St-Aubin FR, église"
82,8570272,"Provence, Vuissens"
83,8570284,"Mutrux, Le Ravin (Sylvabella)"
84,8570284,"Mutrux, Le Ravin (Sylvabella)"
85,8507955,"Provence, poste"
85,8570286,"Provence, anc. poste"
85,8570287,"Provence, village"
85,8570285,"Provence, La Grangette"
86,8570331,"Fresens, haut du village"
86,8570330,"Fresens, village"
87,8570416,"Chevroux, port"
87,8570415,"Chevroux, village"
88,8577834,"Gletterens, village"
89,8577834,"Gletterens, village"
90,8577830,"St-Aubin FR, Le-Haut"
91,8504887,"St-Aubin FR, église"
92,8577829,"St-Aubin FR, bif."
93,8583520,"Avenches, route du Lac"
94,8583520,"Avenches, route du Lac"
95,8581065,"Fresens, bas du village"
95,8570330,"Fresens, village"
96,8570415,"Chevroux, village"
97,8583485,"Chevroux, La Motte"
97,8570415,"Chevroux, village"
98,8570413,"Vallon, village"
99,8570413,"Vallon, village"
100,8504887,"St-Aubin FR, église"
101,8577829,"St-Aubin FR, bif."
102,8577829,"St-Aubin FR, bif."
103,8570515,"Avenches, Haras Fédéral"
104,8504126,Avenches
104,8570514,"Avenches, gare"
105,8583519,"Avenches, Pré-Vert"
106,8504646,"Villarepos, centre"
107,8504646,"Villarepos, centre"
108,8507691,"Mutrux, anc. poste"
109,8570413,"Vallon, village"
110,8577643,"Missy, nord"
111,8577829,"St-Aubin FR, bif."
112,8570515,"Avenches, Haras Fédéral"
113,8583516,"Avenches, Milavy"
114,8570514,"Avenches, gare"
114,8579799,"Avenches, Collège Sous-Ville"
114,8504126,Avenches
114,8583895,"Avenches, EMS Marc-Aurèle"
114,8583894,"Avenches, Hôtel de Ville"
115,8583895,"Avenches, EMS Marc-Aurèle"
116,8577824,"Villarepos, La Tornalla"
117,8577824,"Villarepos, La Tornalla"
118,8504646,"Villarepos, centre"
119,8570329,"Vernéaz, croisée"
120,8582050,"Vaumarcus, milieu du village"
120,8581068,"Vaumarcus, haut du village"
121,8504243,Vaumarcus débarcadère
121,8582050,"Vaumarcus, milieu du village"
121,8575841,"Vaumarcus, bas du village"
121,8570328,"Vaumarcus, gare"
122,8577637,"Forel FR, village"
123,8577637,"Forel FR, village"
124,8557020,"Grandcour, rte de Chevroux"
125,8577641,Ressudens
126,8570412,"Vallon, Musée romain"
127,8504973,"Missy, village"
128,8504973,"Missy, village"
129,8583516,"Avenches, Milavy"
129,8583723,"Avenches, Le Paon"
129,8579799,"Avenches, Collège Sous-Ville"
130,8583894,"Avenches, Hôtel de Ville"
130,8579799,"Avenches, Collège Sous-Ville"
130,8583517,"Avenches, Joli-Val"
130,8583518,"Avenches, Montmezard"
130,8583514,"Avenches, Bibracte"
130,8577825,"Avenches, Faubourg"
131,8504886,"Donatyre, village"
132,8504886,"Donatyre, village"
133,8504646,"Villarepos, centre"
134,8507656,"Concise, Les Biolles"
134,8570283,"Concise, Platet-Christine"
135,8577636,"Forel FR, La Vernase"
136,8577638,"Forel FR, Les Planches"
137,8557020,"Grandcour, rte de Chevroux"
137,8504986,"Grandcour, poste"
138,8504986,"Grandcour, poste"
139,8570412,"Vallon, Musée romain"
140,8504125,Domdidier
141,8577828,"Domdidier, gare"
142,8583723,"Avenches, Le Paon"
143,8583517,"Avenches, Joli-Val"
144,8583517,"Avenches, Joli-Val"
145,8504886,"Donatyre, village"
146,8504886,"Donatyre, village"
147,8577635,"Forel FR, Forestel"
148,8583724,"Grandcour, rte d'Estavayer"
149,8583724,"Grandcour, rte d'Estavayer"
150,8577641,Ressudens
151,8504125,Domdidier
152,8577828,"Domdidier, gare"
152,8504125,Domdidier
153,8577828,"Domdidier, gare"
153,8504125,Domdidier
153,8588723,"Domdidier, CO"
154,8588723,"Domdidier, CO"
155,8588723,"Domdidier, CO"
156,8507680,"Fontanezier, bas du village"
157,8504719,"Autavaux, bif."
158,8570410,"Rueyres-les-Prés, village"
158,8577639,"Rueyres-les-Prés, bif."
159,8504125,Domdidier
160,8588723,"Domdidier, CO"
161,8588723,"Domdidier, CO"
162,8581510,"Mauborget, anc. poste"
163,8507680,"Fontanezier, bas du village"
164,8570281,"Concise, haut du village"
165,8577633,"Montbrelloz, bif."
166,8504156,"Rueyres-les-Prés, anc. poste"
167,8504156,"Rueyres-les-Prés, anc. poste"
167,8595537,"Rueyres-les-Prés, école"
167,8570410,"Rueyres-les-Prés, village"
168,8588723,"Domdidier, CO"
169,8583726,"Oleyres, Les Carrières"
170,8577822,"Courtion, Oleyres bif."
170,8577823,"Courtion, Moulin-Neuf"
171,8504277,"Mauborget, bif. La Magnenaz"
172,8570269,"Mauborget, village"
172,8581510,"Mauborget, anc. poste"
173,8507680,"Fontanezier, bas du village"
174,8570280,"Concise, Bas-du-Pavé"
175,8570280,"Concise, Bas-du-Pavé"
175,8583309,"Concise, village"
176,8577629,"Rueyres-les-Prés, La Chavanne"
177,8577641,Ressudens
178,8504124,Dompierre
179,8504124,Dompierre
180,8504124,Dompierre
181,8583521,"Oleyres, collège"
181,8583726,"Oleyres, Les Carrières"
182,8583726,"Oleyres, Les Carrières"
182,8583521,"Oleyres, collège"
183,8577822,"Courtion, Oleyres bif."
184,8504900,"Courtion, bif."
185,8577835,"Courtion, école"
185,8504900,"Courtion, bif."
186,8580481,"Villars-Burquin, Douvaz"
186,8570268,"Villars-Burquin, Bassugnet"
186,8570267,"Villars-Burquin, La Forge"
187,8507968,"Villars-Burquin, pl. fontaine"
187,8570265,"Villars-Burquin, Laiterie"
187,8580481,"Villars-Burquin, Douvaz"
187,8507684,"Villars-Burquin, Grange-Meule"
187,8570267,"Villars-Burquin, La Forge"
188,8581511,"Romairon, collège"
188,8570266,"Vaugondry, bif."
189,8507958,"Romairon, village"
189,8581511,"Romairon, collège"
190,8507680,"Fontanezier, bas du village"
191,8507680,"Fontanezier, bas du village"
192,8507695,"Onnens VD, croisée"
193,8507664,"Corcelles-près-Concise,village"
194,8507664,"Corcelles-près-Concise,village"
195,8583309,"Concise, village"
195,8504556,Concise LNM
196,8577629,"Rueyres-les-Prés, La Chavanne"
197,8504124,Dompierre
198,8504124,Dompierre
199,8504124,Dompierre
200,8504124,Dompierre
201,8583521,"Oleyres, collège"
202,8583521,"Oleyres, collège"
203,8504864,"Misery, village"
204,8504864,"Misery, village"
205,8504274,"Bullet, Les Cluds"
206,8570265,"Villars-Burquin, Laiterie"
206,8507968,"Villars-Burquin, pl. fontaine"
206,8583885,"Villars-Burquin, Les Oches"
207,8507695,"Onnens VD, croisée"
208,8507664,"Corcelles-près-Concise,village"
209,8577628,Morens FR
210,8577628,Morens FR
211,8504123,Corcelles-Nord
212,8504124,Dompierre
213,8583521,"Oleyres, collège"
214,8571781,"La Vraconnaz, bif. nord"
215,8504273,"Bullet, bif. Les Cluds"
216,8583823,"Grandevent, Battoir"
217,8580463,"Grandevent, village"
217,8583823,"Grandevent, Battoir"
218,8583885,"Villars-Burquin, Les Oches"
219,8570275,"Bonvillars, La Cour"
220,8507658,"Bonvillars, village"
220,8582968,"Bonvillars, bas du village"
221,8507695,"Onnens VD, croisée"
222,8577628,Morens FR
223,8504124,Dompierre
224,8504137,Léchelles
225,8583521,"Oleyres, collège"
226,8583521,"Oleyres, collège"
227,8583823,"Grandevent, Battoir"
228,8507679,"Fontaines-sur-Grandson,collège"
229,8507679,"Fontaines-sur-Grandson,collège"
230,8504989,"Champagne, collège"
231,8570275,"Bonvillars, La Cour"
231,8507678,"Bonvillars, Flusel"
232,8582968,"Bonvillars, bas du village"
232,8507658,"Bonvillars, village"
233,8507695,"Onnens VD, croisée"
234,8577628,Morens FR
235,8583707,"Payerne, Champ Aubert"
236,8504123,Corcelles-Nord
237,8504137,Léchelles
238,8583521,"Oleyres, collège"
239,8571783,La Chaux-de-Ste-Croix
240,8504271,"Ste-Croix, Crêt-Junod"
241,8504271,"Ste-Croix, Crêt-Junod"
241,8579287,"Les Rasses, Grand-Hôtel"
241,8504299,"Les Rasses, village"
242,8504299,"Les Rasses, village"
243,8587261,"Bullet, Grande Salle"
244,8504272,"Bullet, village"
245,8582422,"Fiez, collège"
246,8504989,"Champagne, collège"
247,8504989,"Champagne, collège"
247,8507678,"Bonvillars, Flusel"
248,8582968,"Bonvillars, bas du village"
249,8507695,"Onnens VD, croisée"
250,8583707,"Payerne, Champ Aubert"
251,8583707,"Payerne, Champ Aubert"
252,8504123,Corcelles-Nord
253,8504123,Corcelles-Nord
254,8504123,Corcelles-Nord
255,8504123,Corcelles-Nord
256,8583200,"Cousset, centre sportif"
257,8504137,Léchelles
258,8504137,Léchelles
259,8587594,"L'Auberson, Vers-chz-ls-Jaques"
260,8587594,"L'Auberson, Vers-chz-ls-Jaques"
261,8579075,"L'Auberson, musée"
262,8571784,"L'Auberson, Vers-chez-Gueissaz"
263,8579071,"L'Auberson, Vers-le-Bois"
264,8579719,"Ste-Croix, av. de Neuchâtel"
264,8579284,"Ste-Croix, place du Pont"
264,8593786,"Ste-Croix, av. des Gittaz"
265,8579286,"Ste-Croix, rue des Rasses"
265,8571787,"Ste-Croix, poste"
265,8579284,"Ste-Croix, place du Pont"
266,8579286,"Ste-Croix, rue des Rasses"
267,8504290,"Ste-Croix, Les Replans"
268,8504271,"Ste-Croix, Crêt-Junod"
268,8504270,"Ste-Croix, Ma Retraite"
269,8579287,"Les Rasses, Grand-Hôtel"
269,8504271,"Ste-Croix, Crêt-Junod"
270,8587261,"Bullet, Grande Salle"
271,8507694,"Novalles, collège"
272,8582422,"Fiez, collège"
272,8507677,"Fiez, village"
273,8507677,"Fiez, village"
274,8570274,"Champagne, Le Moulin"
275,8583707,"Payerne, Champ Aubert"
276,8583707,"Payerne, Champ Aubert"
277,8504780,"Payerne, gare"
278,8504135,Corcelles-Sud
279,8504135,Corcelles-Sud
280,8504135,Corcelles-Sud
281,8504135,Corcelles-Sud
282,8504137,Léchelles
283,8587594,"L'Auberson, Vers-chz-ls-Jaques"
284,8593785,"L'Auberson, ch. des Grangettes"
284,8587594,"L'Auberson, Vers-chz-ls-Jaques"
285,8593783,"L'Auberson, ch. du Carre"
285,8579077,"L'Auberson, école"
285,8593784,"L'Auberson, Les Sapins"
286,8593784,"L'Auberson, Les Sapins"
286,8579075,"L'Auberson, musée"
287,8593786,"Ste-Croix, av. des Gittaz"
288,8571788,"Ste-Croix, gare"
288,8593786,"Ste-Croix, av. des Gittaz"
288,8504298,Ste-Croix
288,8571787,"Ste-Croix, poste"
289,8571788,"Ste-Croix, gare"
289,8579286,"Ste-Croix, rue des Rasses"
289,8504298,Ste-Croix
289,8571787,"Ste-Croix, poste"
289,8579282,"Ste-Croix, La Charmille"
290,8579286,"Ste-Croix, rue des Rasses"
291,8504290,"Ste-Croix, Les Replans"
292,8504270,"Ste-Croix, Ma Retraite"
293,8570262,"Vugelles, croisée"
294,8507950,"Grandson, Péroset"
295,8570406,"Payerne, fabr. Fivaz"
296,8570406,"Payerne, fabr. Fivaz"
297,8504780,"Payerne, gare"
298,8504999,"Payerne, hôpital"
299,8504135,Corcelles-Sud
300,8581635,"Cousset, gare"
301,8593785,"L'Auberson, ch. des Grangettes"
301,8587594,"L'Auberson, Vers-chz-ls-Jaques"
302,8593783,"L'Auberson, ch. du Carre"
302,8579077,"L'Auberson, école"
302,8593784,"L'Auberson, Les Sapins"
302,8593785,"L'Auberson, ch. des Grangettes"
303,8504298,Ste-Croix
304,8571788,"Ste-Croix, gare"
305,8504290,"Ste-Croix, Les Replans"
306,8570260,"La Mothe, haut-du-village"
307,8501981,"Grandson, Corcelettes"
308,8570400,"Payerne, Les Sorbiers"
309,8570399,"Payerne, croisée de Cugy"
309,8570406,"Payerne, fabr. Fivaz"
309,8570400,"Payerne, Les Sorbiers"
310,8570406,"Payerne, fabr. Fivaz"
310,8582048,"Payerne, gymnase"
310,8504780,"Payerne, gare"
310,8504134,Payerne
311,8504134,Payerne
311,8504780,"Payerne, gare"
311,8582048,"Payerne, gymnase"
311,8504999,"Payerne, hôpital"
312,8504999,"Payerne, hôpital"
313,8581635,"Cousset, gare"
313,8504136,Cousset
313,8583200,"Cousset, centre sportif"
314,8583200,"Cousset, centre sportif"
314,8504136,Cousset
315,8581636,"Montagny-la-Ville, auberge"
316,8579077,"L'Auberson, école"
317,8571788,"Ste-Croix, gare"
318,8507973,"Vuiteboeuf, collège"
319,8570260,"La Mothe, haut-du-village"
320,8570257,"Giez, La Croix"
321,8570257,"Giez, La Croix"
321,8507681,"Giez, place du Collège"
322,8507681,"Giez, place du Collège"
322,8570256,"Giez, La Pommelaz"
323,8570256,"Giez, La Pommelaz"
324,8570253,"Grandson, place du Château"
325,8579855,"Grandson, croisée de Fiez"
325,8575769,"Grandson, Borné Nau"
326,8579855,"Grandson, croisée de Fiez"
326,8507957,"Grandson, Le Repuis"
327,8577622,"Cugy FR, gare"
328,8570400,"Payerne, Les Sorbiers"
329,8570400,"Payerne, Les Sorbiers"
330,8582048,"Payerne, gymnase"
330,8583429,"Payerne, Moulin à Pigeon"
331,8583429,"Payerne, Moulin à Pigeon"
331,8582048,"Payerne, gymnase"
332,8504999,"Payerne, hôpital"
333,8581635,"Cousset, gare"
334,8581635,"Cousset, gare"
335,8504136,Cousset
336,8581804,"Montagny, Les Arbognes"
337,8581804,"Montagny, Les Arbognes"
337,8581636,"Montagny-la-Ville, auberge"
338,8579075,"L'Auberson, musée"
339,8507973,"Vuiteboeuf, collège"
340,8507973,"Vuiteboeuf, collège"
341,8583764,"Vuiteboeuf, gare"
342,8507697,"Orges, village"
343,8579729,"Orges, L'Epi"
343,8570258,"Orges, croisée"
343,8507697,"Orges, village"
344,8507681,"Giez, place du Collège"
345,8507681,"Giez, place du Collège"
345,8570256,"Giez, La Pommelaz"
346,8570255,"Grandson, Le Revelin"
347,8504557,Grandson LNM
347,8570255,"Grandson, Le Revelin"
347,8504201,Grandson
347,8570254,"Grandson, Crêt-aux-Moines"
347,8570252,"Grandson, gare"
348,8570253,"Grandson, place du Château"
349,8507651,"Arrissoules, village"
350,8591808,"Cheyres, école"
351,8583429,"Payerne, Moulin à Pigeon"
352,8583429,"Payerne, Moulin à Pigeon"
353,8581635,"Cousset, gare"
354,8583764,"Vuiteboeuf, gare"
354,8504294,Vuiteboeuf
355,8582157,"Peney, village"
356,8507965,"Tuileries-de-Grandson, Kiosque"
357,8570255,"Grandson, Le Revelin"
358,8579739,"Yvonand, Les Vergers"
359,8579739,"Yvonand, Les Vergers"
360,8570401,"Fétigny, Les Sapelettes"
361,8583429,"Payerne, Moulin à Pigeon"
362,8583429,"Payerne, Moulin à Pigeon"
363,8581631,"Montagny-les-Monts, croisée"
364,8579077,"L'Auberson, école"
365,8582157,"Peney, village"
366,8583824,"Valeyres-s.-Montagny, village"
366,8583825,"Valeyres-s.-M., centre sportif"
366,8504292,Valeyres-sous-Montagny
367,8504292,Valeyres-sous-Montagny
367,8583825,"Valeyres-s.-M., centre sportif"
368,8507965,"Tuileries-de-Grandson, Kiosque"
369,8507965,"Tuileries-de-Grandson, Kiosque"
370,8579739,"Yvonand, Les Vergers"
371,8579739,"Yvonand, Les Vergers"
372,8583791,"Yvonand, gare"
372,8504130,Yvonand
372,8579739,"Yvonand, Les Vergers"
373,8583791,"Yvonand, gare"
374,8507651,"Arrissoules, village"
375,8570403,"Fétigny, Grange-des-Bois"
376,8504151,"Fétigny, village"
377,8504154,"Vers-chez-Perrin, bif."
378,8504154,"Vers-chez-Perrin, bif."
379,8579109,"Baulmes, poste"
380,8504292,Valeyres-sous-Montagny
380,8583825,"Valeyres-s.-M., centre sportif"
380,8594014,"Montagny-près-Yverdon, village"
381,8594012,"Montagny-p.-Yv., La Brinaz"
381,8594014,"Montagny-près-Yverdon, village"
381,8504292,Valeyres-sous-Montagny
382,8504291,La Brinaz
382,8594012,"Montagny-p.-Yv., La Brinaz"
383,8507965,"Tuileries-de-Grandson, Kiosque"
384,8582675,"Yvonand, En Brit"
385,8582675,"Yvonand, En Brit"
385,8570385,"Yvonand, dessus-du-village"
386,8570386,"Yvonand, Sur Priales"
386,8570385,"Yvonand, dessus-du-village"
387,8570386,"Yvonand, Sur Priales"
388,8507651,"Arrissoules, village"
389,8504724,"Murist, village"
390,8570403,"Fétigny, Grange-des-Bois"
391,8570402,"Fétigny, Vers la Croix"
391,8570403,"Fétigny, Grange-des-Bois"
392,8570402,"Fétigny, Vers la Croix"
392,8504151,"Fétigny, village"
393,8504154,"Vers-chez-Perrin, bif."
394,8581632,"Mannens, poste"
395,8581632,"Mannens, poste"
396,8581632,"Mannens, poste"
397,8579109,"Baulmes, poste"
398,8504295,Baulmes
398,8579110,"Baulmes, gare"
398,8579109,"Baulmes, poste"
399,8504295,Baulmes
400,8570334,"Essert-sous-Champvent, village"
401,8594014,"Montagny-près-Yverdon, village"
401,8594011,"Montagny-p.-Yv., Clos Lucens"
402,8594011,"Montagny-p.-Yv., Clos Lucens"
402,8594014,"Montagny-près-Yverdon, village"
402,8594012,"Montagny-p.-Yv., La Brinaz"
403,8594012,"Montagny-p.-Yv., La Brinaz"
403,8594010,"Montagny-p.-Yv., Chamard poste"
403,8594013,"Montagny-près-Yverdon, Chamard"
404,8530263,Yverdon William Barbey
404,8570250,"Yverdon-les-Bains, Le Bey"
404,8594032,"Yverdon, William Barbey"
405,8530263,Yverdon William Barbey
405,8594022,"Yverdon-les-Bains, Prés du Lac"
405,8594023,"Yverdon, Léon-Jaquier sud"
405,8594038,"Yverdon-les-Bains, Clair Logis"
406,8507651,"Arrissoules, village"
407,8504724,"Murist, village"
408,8504724,"Murist, village"
409,8504724,"Murist, village"
410,8504718,Aumont
411,8570402,"Fétigny, Vers la Croix"
412,8504158,"Vers-chez-Perrin, Etrabloz"
413,8581632,"Mannens, poste"
414,8504295,Baulmes
415,8595204,"Champvent, Le Battoir"
416,8579740,"Champvent, Croix fédérale"
416,8595204,"Champvent, Le Battoir"
417,8579740,"Champvent, Croix fédérale"
417,8570336,"Champvent, village"
418,8570335,Villars-sous-Champvent
419,8579303,"Chamblon, village-hôpital"
420,8594061,"Yverdon-les-Bains, Blancherie"
420,8594047,"Yverdon-les-Bains, St Georges"
421,8594016,"Yverdon, Collège de Fontenay"
421,8594037,"Yverdon-les-Bains, Cheminet"
421,8570249,"Yverdon, rue des Uttins"
421,8594047,"Yverdon-les-Bains, St Georges"
421,8594032,"Yverdon, William Barbey"
421,8530263,Yverdon William Barbey
422,8594023,"Yverdon, Léon-Jaquier sud"
422,8530263,Yverdon William Barbey
422,8595067,"Yverdon, conservatoire"
422,8570249,"Yverdon, rue des Uttins"
422,8594159,"Yverdon, rue de Neuchâtel"
422,8594053,"Yverdon-les-Bains, Mujon"
423,8504558,Yverdon-les-Bains LNM
424,8504558,Yverdon-les-Bains LNM
425,8504458,"Yverdon-les-Bains, gymnase"
426,8570385,"Yvonand, dessus-du-village"
427,8504724,"Murist, village"
428,8504724,"Murist, village"
429,8504901,"Nuvilly, village"
430,8504901,"Nuvilly, village"
431,8504150,"Ménières, village"
432,8570402,"Fétigny, Vers la Croix"
433,8504296,Six-Fontaines
434,8579740,"Champvent, Croix fédérale"
434,8595204,"Champvent, Le Battoir"
435,8579303,"Chamblon, village-hôpital"
436,8579298,"Treycovagnes, Châtelard"
437,8594061,"Yverdon-les-Bains, Blancherie"
437,8594029,"Yverdon, rue de Bullet"
438,8579296,"Yverdon-les-Bains, Romand"
438,8595068,"Yverdon-les-Bains, rue d'Orbe"
438,8594016,"Yverdon, Collège de Fontenay"
438,8594029,"Yverdon, rue de Bullet"
438,8570240,"Yverdon, rue de Montagny"
439,8570239,"Yverdon-les-Bains, 24 Janvier"
439,8594159,"Yverdon, rue de Neuchâtel"
439,8595068,"Yverdon-les-Bains, rue d'Orbe"
439,8594030,"Yverdon, rue de Chamblon"
439,8579294,"Yverdon-les-Bains, Bel-Air"
439,8579296,"Yverdon-les-Bains, Romand"
439,8575840,"Yverdon, Quai de la Thièle"
440,8594031,"Yverdon, Théâtre Benno Besson"
440,8504774,"Yverdon-les-Bains, gare"
440,8504200,Yverdon-les-Bains
440,8594062,"Yverdon-les-Bains,Maison Rouge"
441,8594056,"Yverdon, Pont du Buron"
442,8504458,"Yverdon-les-Bains, gymnase"
443,8504458,"Yverdon-les-Bains, gymnase"
444,8507969,"Villars-Epeney, Fontaine"
445,8507687,"La Mauguettaz, croisée"
446,8570387,"Rovray, village"
447,8504901,"Nuvilly, village"
448,8504901,"Nuvilly, village"
449,8504901,"Nuvilly, village"
450,8504150,"Ménières, village"
451,8504150,"Ménières, village"
452,8570482,"Trey, Planche-à-Failly"
453,8579301,"Chamblon, casernes"
454,8579303,"Chamblon, village-hôpital"
454,8595656,"Chamblon, La Meunière"
454,8579302,"Chamblon, réservoir"
454,8579301,"Chamblon, casernes"
455,8579303,"Chamblon, village-hôpital"
455,8507964,"Treycovagnes, village"
455,8579299,"Treycovagnes, Champ-Muraz"
455,8595656,"Chamblon, La Meunière"
456,8579298,"Treycovagnes, Châtelard"
457,8579298,"Treycovagnes, Châtelard"
458,8594019,"Yverdon, Curtil Maillet"
458,8570240,"Yverdon, rue de Montagny"
458,8579296,"Yverdon-les-Bains, Romand"
458,8579295,"Yverdon, Général-Guisan"
458,8595068,"Yverdon-les-Bains, rue d'Orbe"
459,8594024,"Yverdon, Les Chaînettes"
459,8579295,"Yverdon, Général-Guisan"
459,8594017,"Yverdon, Centre Professionnel"
459,8595069,"Yverdon-les-Bains, rue du Midi"
459,8595068,"Yverdon-les-Bains, rue d'Orbe"
459,8579296,"Yverdon-les-Bains, Romand"
460,8594054,"Yverdon-les-Bains, Philosophes"
460,8594043,"Yverdon-les-Bains, La Plaine"
460,8594021,"Yverdon, J.-J. Rousseau"
460,8594062,"Yverdon-les-Bains,Maison Rouge"
460,8594031,"Yverdon, Théâtre Benno Besson"
461,8594056,"Yverdon, Pont du Buron"
461,8570288,"Yverdon, 4 Marronniers"
461,8582051,"Yverdon-les-Bains, 14 Avril"
461,8594021,"Yverdon, J.-J. Rousseau"
462,8570318,"Yverdon-les-Bains, HEIG-VD"
462,8582051,"Yverdon-les-Bains, 14 Avril"
462,8579289,"Yverdon-les-Bains, Clendy"
463,8594051,"Yverdon-les-Bains, L'Orient"
463,8594020,"Yverdon, Grands Champs"
463,8594035,"Yverdon-les-Bains, Bellevue"
463,8570318,"Yverdon-les-Bains, HEIG-VD"
464,8594035,"Yverdon-les-Bains, Bellevue"
464,8594020,"Yverdon, Grands Champs"
464,8594051,"Yverdon-les-Bains, L'Orient"
465,8507687,"La Mauguettaz, croisée"
466,8504987,"Chavannes-le-Chêne, Hôtel"
467,8504987,"Chavannes-le-Chêne, Hôtel"
468,8504159,"Sassel, village"
469,8504159,"Sassel, village"
470,8504150,"Ménières, village"
471,8504150,"Ménières, village"
472,8504150,"Ménières, village"
473,8570482,"Trey, Planche-à-Failly"
474,8504795,"Middes, bif."
475,8504296,Six-Fontaines
476,8570243,"Rances, Praz-Riond"
477,8507964,"Treycovagnes, village"
478,8507964,"Treycovagnes, village"
479,8594026,"Yverdon, Moulins Dessus"
479,8594049,"Yverdon-les-Bains, Les Moulins"
480,8594026,"Yverdon, Moulins Dessus"
480,8594017,"Yverdon, Centre Professionnel"
480,8594039,"Yverdon-les-Bains, Faïencerie"
481,8594054,"Yverdon-les-Bains, Philosophes"
481,8594039,"Yverdon-les-Bains, Faïencerie"
481,8594046,"Yverdon-les-Bains, cimetière"
481,8595070,"Yverdon-les-Bains, Valentin"
482,8594018,"Yverdon, Centre Thermal"
482,8594040,"Yverdon-les-Bains, hôpital"
482,8570289,"Yverdon-les-Bains, Les Bains"
482,8570288,"Yverdon, 4 Marronniers"
482,8594055,"Yverdon-les-Bains, Plaisance"
483,8594041,"Yverdon-les-Bains, La Colline"
483,8594052,"Yverdon-les-Bains, Mont-Riant"
484,8594035,"Yverdon-les-Bains, Bellevue"
484,8594041,"Yverdon-les-Bains, La Colline"
485,8594035,"Yverdon-les-Bains, Bellevue"
486,8570321,"Cuarny, église"
487,8504987,"Chavannes-le-Chêne, Hôtel"
488,8582049,"Treytorrens (Payerne), église"
488,8577614,"Treytorrens (Payerne), village"
488,8577613,"Treytorrens (Payerne), Nord"
489,8504159,"Sassel, village"
490,8570481,"Trey, village"
491,8570481,"Trey, village"
492,8504795,"Middes, bif."
